2026-06-19T09:57:34.663328699Z I0619 09:57:34.663083      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003482059387830024 seatDemandStdev=0.06181148149036363 seatDemandSmoothed=0.1796405769181238 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:06:04.716221936Z I0619 10:06:04.715780      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=10 seatDemandAvg=0.05810843230456167 seatDemandStdev=0.45072009091046017 seatDemandSmoothed=0.5088285232150218 fairFrac=2.3333333333333335 currentCL=10 concurrencyDenominator=10 backstop=false
2026-06-19T10:06:14.717341911Z I0619 10:06:14.716909      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.003096644117648956 seatDemandStdev=0.055561271699427345 seatDemandSmoothed=0.4984745992448691 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:07:34.721646748Z I0619 10:07:34.721334      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=4 seatDemandAvg=0.003779111892515613 seatDemandStdev=0.08161165245104782 seatDemandSmoothed=0.42477693477182005 fairFrac=2.3333333333333335 currentCL=4 concurrencyDenominator=4 backstop=false
2026-06-19T10:07:44.722230783Z I0619 10:07:44.721970      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002258586054481039 seatDemandStdev=0.04747088416614486 seatDemandSmoothed=0.41615084308714256 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:08:04.723618194Z I0619 10:08:04.723061      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.005488291468675256 seatDemandStdev=0.07407671111206252 seatDemandSmoothed=0.4002656973146936 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:08:14.724463694Z I0619 10:08:14.724175      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0023835378465470436 seatDemandStdev=0.048763270951415076 seatDemandSmoothed=0.39223596287880874 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:08:34.726321381Z I0619 10:08:34.726103      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003092279368376881 seatDemandStdev=0.055851239763271374 seatDemandSmoothed=0.37716199583118104 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:08:44.727093081Z I0619 10:08:44.726799      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0027047003156428673 seatDemandStdev=0.05193635443353171 seatDemandSmoothed=0.3697440141862949 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:09:03.202316750Z I0619 10:09:03.198776      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T10:09:03.202344261Z I0619 10:09:03.198818      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T10:09:03.202347853Z I0619 10:09:03.199242      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T10:09:03.202351890Z I0619 10:09:03.199261      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T10:09:03.202355508Z I0619 10:09:03.199272      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T10:09:03.223111294Z I0619 10:09:03.222929      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T10:09:03.223234521Z I0619 10:09:03.222998      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T10:09:03.231246799Z I0619 10:09:03.231074      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T10:09:03.231284863Z I0619 10:09:03.231124      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T10:09:03.236252969Z I0619 10:09:03.236082      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T10:09:03.285971684Z I0619 10:09:03.244109      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T10:09:03.286511627Z I0619 10:09:03.286365      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T10:09:03.286694009Z I0619 10:09:03.286601      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T10:09:03.320002458Z I0619 10:09:03.314023      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T10:09:03.326106675Z I0619 10:09:03.325915      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T10:09:03.339594671Z I0619 10:09:03.339407      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T10:09:03.340059092Z I0619 10:09:03.339941      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T10:09:03.371733141Z I0619 10:09:03.371532      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T10:09:03.410060837Z I0619 10:09:03.409866      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T10:09:03.411215767Z I0619 10:09:03.411059      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T10:09:03.476662542Z I0619 10:09:03.476459      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T10:09:03.554814881Z I0619 10:09:03.554619      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T10:09:03.557647900Z I0619 10:09:03.557479      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T10:09:03.601645372Z I0619 10:09:03.600016      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T10:09:03.602184640Z I0619 10:09:03.600063      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T10:09:03.620191416Z I0619 10:09:03.620001      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T10:09:03.641239469Z I0619 10:09:03.640951      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T10:09:03.641299059Z I0619 10:09:03.641116      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T10:09:03.642749882Z I0619 10:09:03.642413      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T10:09:03.643253721Z I0619 10:09:03.643153      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T10:09:03.647097293Z I0619 10:09:03.646935      10 controller.go:231] Updating CRD OpenAPI spec because kubenticagents.kubentic.io changed
2026-06-19T10:09:03.648214873Z I0619 10:09:03.646981      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T10:09:03.648450337Z I0619 10:09:03.648343      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T10:09:03.656811098Z I0619 10:09:03.656649      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T10:09:03.659536853Z I0619 10:09:03.659345      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T10:09:54.735496709Z I0619 10:09:54.735191      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=10 seatDemandAvg=0.010012127023907257 seatDemandStdev=0.263452104377436 seatDemandSmoothed=0.3292153754789237 fairFrac=2.3333333333333335 currentCL=10 concurrencyDenominator=10 backstop=false
2026-06-19T10:10:04.747461731Z I0619 10:10:04.739496      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.014722102178707838 seatDemandStdev=0.12043820775047893 seatDemandSmoothed=0.32475210897127976 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:10:34.749025548Z I0619 10:10:34.748790      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0027965405874880115 seatDemandStdev=0.05299888280952936 seatDemandSmoothed=0.3076046883128095 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:10:44.749442352Z I0619 10:10:44.748951      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.002761841827322434 seatDemandStdev=0.052480606485093964 seatDemandSmoothed=0.3018003567928005 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:11:04.751592578Z I0619 10:11:04.751334      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=4 seatDemandAvg=0.00728231308352358 seatDemandStdev=0.11023463667613613 seatDemandSmoothed=0.29191989519344197 fairFrac=2.3333333333333335 currentCL=4 concurrencyDenominator=4 backstop=false
2026-06-19T10:11:14.752148209Z I0619 10:11:14.751903      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0028108181001778323 seatDemandStdev=0.052942585900062955 seatDemandSmoothed=0.28648806589599835 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:11:34.754190625Z I0619 10:11:34.753926      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0030777794527877527 seatDemandStdev=0.05561137235644507 seatDemandSmoothed=0.2759815909907685 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:11:44.755349192Z I0619 10:11:44.755097      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0022973394213200893 seatDemandStdev=0.047875480706759885 seatDemandSmoothed=0.2707879892609267 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:12:04.756258993Z I0619 10:12:04.755756      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.029778282700606666 seatDemandStdev=0.1700209962251431 seatDemandSmoothed=0.264412881830154 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:12:14.756427357Z I0619 10:12:14.756144      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0023120131924031975 seatDemandStdev=0.04802778141244244 seatDemandSmoothed=0.2594892008239719 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:13:04.762356603Z I0619 10:13:04.760927      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.007903391098071621 seatDemandStdev=0.08869240856181143 seatDemandSmoothed=0.2381808797043693 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:13:14.763102607Z I0619 10:13:14.762812      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.0028948399068479307 seatDemandStdev=0.05372578346345125 seatDemandSmoothed=0.23400499380868567 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:13:34.765094850Z I0619 10:13:34.764874      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.0037413298072329765 seatDemandStdev=0.06362626474142101 seatDemandSmoothed=0.22619351924002745 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T10:13:44.766158101Z I0619 10:13:44.765805      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=1 seatDemandAvg=0.004872804520175161 seatDemandStdev=0.06963519437959029 seatDemandSmoothed=0.2227047522722014 fairFrac=2.3333333333333335 currentCL=1 concurrencyDenominator=1 backstop=false
2026-06-19T10:14:03.015590307Z I0619 10:14:03.015364      10 cidrallocator.go:242] syncing ServiceCIDR allocators
2026-06-19T10:14:03.015611494Z I0619 10:14:03.015407      10 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 100.64.0.0/13
2026-06-19T10:14:03.015615553Z I0619 10:14:03.015415      10 cidrallocator.go:244] syncing ServiceCIDR allocators took: 61.438µs
2026-06-19T10:14:03.195820070Z I0619 10:14:03.194303      10 controller.go:231] Updating CRD OpenAPI spec because ciliumidentities.cilium.io changed
2026-06-19T10:14:03.208440948Z I0619 10:14:03.200088      10 controller.go:231] Updating CRD OpenAPI spec because vmagents.operator.victoriametrics.com changed
2026-06-19T10:14:03.217323847Z I0619 10:14:03.208813      10 controller.go:231] Updating CRD OpenAPI spec because vmclusters.operator.victoriametrics.com changed
2026-06-19T10:14:03.244437818Z I0619 10:14:03.244236      10 controller.go:231] Updating CRD OpenAPI spec because vmscrapeconfigs.operator.victoriametrics.com changed
2026-06-19T10:14:03.244457349Z I0619 10:14:03.244278      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodes.cilium.io changed
2026-06-19T10:14:03.244462008Z I0619 10:14:03.244292      10 controller.go:231] Updating CRD OpenAPI spec because ciliumendpoints.cilium.io changed
2026-06-19T10:14:03.247715343Z I0619 10:14:03.247477      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnodeconfigs.cilium.io changed
2026-06-19T10:14:03.247732177Z I0619 10:14:03.247561      10 controller.go:231] Updating CRD OpenAPI spec because vmpodscrapes.operator.victoriametrics.com changed
2026-06-19T10:14:03.268035195Z I0619 10:14:03.267817      10 controller.go:231] Updating CRD OpenAPI spec because ciliumnetworkpolicies.cilium.io changed
2026-06-19T10:14:03.269788752Z I0619 10:14:03.269518      10 controller.go:231] Updating CRD OpenAPI spec because ciliuml2announcementpolicies.cilium.io changed
2026-06-19T10:14:03.269814249Z I0619 10:14:03.269674      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T10:14:03.287769886Z I0619 10:14:03.285869      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T10:14:03.287786845Z I0619 10:14:03.286195      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T10:14:03.287791272Z I0619 10:14:03.286743      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T10:14:03.292420267Z I0619 10:14:03.292219      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T10:14:03.302218101Z I0619 10:14:03.302012      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T10:14:03.302961163Z I0619 10:14:03.302799      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T10:14:03.302978824Z I0619 10:14:03.302842      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T10:14:03.323433569Z I0619 10:14:03.323198      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T10:14:03.323448703Z I0619 10:14:03.323253      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T10:14:03.323729902Z I0619 10:14:03.323617      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T10:14:03.324166657Z I0619 10:14:03.324025      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T10:14:03.331282644Z I0619 10:14:03.325239      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T10:14:03.338760482Z I0619 10:14:03.337804      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T10:14:03.338956299Z I0619 10:14:03.337919      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T10:14:03.359403454Z I0619 10:14:03.359168      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
